36,43,30,0,0,33,34,35,0,0,0,32,0,0,0,0,0,0,0,33,34,35,0,0,0,0,25,26,27,0,0,33,
35,30,30,0,0,41,42,43,0,0,0,0,0,0,25,26,27,0,0,41,42,43,0,0,0,0,33,34,35,0,0,33,
35,30,0,0,0,0,0,0,0,25,26,27,0,0,33,34,35,0,0,0,0,0,0,0,0,0,41,42,43,0,0,33,
35,30,0,0,0,0,0,0,0,33,34,35,0,0,41,42,43,0,0,0,0,0,0,48,0,0,0,0,0,0,0,33,
35,0,0,25,26,27,0,0,0,41,42,43,0,0,0,0,0,0,25,26,27,0,0,0,0,0,0,25,26,27,0,33,
35,0,0,33,34,35,0,0,0,0,0,0,0,0,0,0,0,0,33,34,35,0,0,0,0,0,0,33,34,35,0,33,
35,0,0,41,42,43,0,25,26,27,0,0,0,25,26,27,0,0,41,42,43,0,0,25,26,27,0,41,42,43,0,33,
35,0,0,0,0,0,0,33,34,35,0,0,0,33,34,35,0,0,0,0,0,0,0,33,34,35,0,0,0,0,0,33,
35,0,0,0,0,0,0,41,42,43,0,0,0,41,42,43,0,0,0,48,0,0,0,41,42,43,0,0,0,0,0,33,
35,0,0,0,32,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,33,
44,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,45

